,col_base,col_vs,vs,vs_rate
1449,cat14,cat47,185376,0.984377489141
1450,cat14,cat48,185788,0.986565277881
1451,cat14,cat49,176918,0.939464097962
1452,cat14,cat50,135710,0.720642742595
1453,cat14,cat51,184844,0.981552480379
1454,cat14,cat52,177316,0.941577544366
1455,cat14,cat53,170856,0.907273866545
1456,cat14,cat54,181535,0.963981138287
1457,cat14,cat55,185900,0.987160016568
1458,cat14,cat56,185861,0.986952920061
1459,cat14,cat57,183539,0.974622712646
1460,cat14,cat58,185864,0.986968850561
1461,cat14,cat59,185769,0.986464384711
1462,cat14,cat60,185617,0.98565723935
1463,cat14,cat61,185387,0.984435900976
1464,cat14,cat62,186008,0.987733514587
1465,cat14,cat63,185968,0.987521107913
1466,cat14,cat64,186008,0.987733514587
1467,cat14,cat65,183889,0.976481271042
1468,cat14,cat66,178005,0.945236249323
1469,cat14,cat67,185675,0.985965229027
1470,cat14,cat68,185933,0.987335252074
1471,cat14,cat69,185756,0.986395352542
1472,cat14,cat70,186018,0.987786616255
1473,cat14,cat71,176657,0.938078144415
1474,cat14,cat72,118331,0.628357352988
1475,cat14,cat73,152330,0.808897715566
1476,cat14,cat74,182584,0.969551503308
1477,cat14,cat75,153078,0.812869720367
1478,cat14,cat76,183623,0.975068766661
1479,cat14,cat77,47,0.000249577841736
1480,cat14,cat78,3026,0.0160685648743
1481,cat14,cat79,8354,0.0443611338268
1482,cat14,cat80,2111,0.0112097622107
1483,cat14,cat81,1318,0.00699879990229
1484,cat14,cat82,20978,0.111396680084
1485,cat14,cat83,27413,0.145567603734
1486,cat14,cat84,29195,0.155030321053
1487,cat14,cat85,3018,0.0160260835395
1488,cat14,cat86,2765,0.0146826113276
1489,cat14,cat87,2413,0.0128134325981
1490,cat14,cat88,166966,0.886617317516
1491,cat14,cat89,182100,0.966981382555
1492,cat14,cat90,176188,0.935587676165
1493,cat14,cat91,111217,0.59058082605
1494,cat14,cat92,123578,0.656219798426
1495,cat14,cat93,439,0.00233116324515
1496,cat14,cat94,1519,0.00806614343823
1497,cat14,cat95,3700,0.0196476173281
1498,cat14,cat96,93,0.000493845516626
1499,cat14,cat97,41433,0.220016142907
1500,cat14,cat98,104289,0.553791990144
1501,cat14,cat99,0,0.0
1502,cat14,cat100,9433,0.0500908038531
1503,cat14,cat101,106721,0.566706315912
1504,cat14,cat102,175553,0.932215720218
1505,cat14,cat103,122901,0.652624815472
1506,cat14,cat104,68,0.00036109134549
1507,cat14,cat105,75,0.000398262513408
1508,cat14,cat106,73,0.000387642179717
1509,cat14,cat107,73,0.000387642179717
1510,cat14,cat108,9864,0.0523794857634
1511,cat14,cat109,51,0.000270818509118
1512,cat14,cat110,1278,0.00678639322848
1513,cat14,cat111,126966,0.674210643698
1514,cat14,cat112,2371,0.0125904055905
1515,cat14,cat113,3238,0.0171943202455
1516,cat14,cat114,129671,0.688574645015
1517,cat14,cat115,73,0.000387642179717
1518,cat14,cat116,2,1.06203336909e-05
1519,cat15,cat16,181819,0.965489225671
1520,cat15,cat17,186977,0.99287906626
1521,cat15,cat18,187301,0.994599560318
1522,cat15,cat19,186476,0.990218672671
1523,cat15,cat20,188080,0.998736180291
1524,cat15,cat21,187871,0.99762635542
1525,cat15,cat22,188241,0.999591117153
1526,cat15,cat23,157425,0.835953015644
1527,cat15,cat24,181945,0.966158306694
1528,cat15,cat25,169937,0.902393823214
1529,cat15,cat26,177085,0.940350895825
1530,cat15,cat27,168218,0.893265646407
1531,cat15,cat28,180904,0.960630423008
1532,cat15,cat29,184559,0.980039082828
1533,cat15,cat30,184726,0.980925880691
1534,cat15,cat31,182948,0.97148440404
1535,cat15,cat32,187073,0.993388842277
1536,cat15,cat33,187327,0.994737624656
1537,cat15,cat34,187700,0.99671831689
1538,cat15,cat35,188071,0.998688388789
1539,cat15,cat36,156303,0.829995008443
1540,cat15,cat37,165695,0.879868095456
1541,cat15,cat38,169289,0.898952835098
1542,cat15,cat39,183359,0.973666882613
1543,cat15,cat40,180085,0.956281396361
1544,cat15,cat41,181145,0.961910173218
1545,cat15,cat42,186589,0.990818721524
1546,cat15,cat43,184076,0.977474272242
1547,cat15,cat44,172682,0.916970231205
1548,cat15,cat45,183957,0.976842362387
1549,cat15,cat46,187402,0.99513588717
1550,cat15,cat47,187583,0.996097027369
1551,cat15,cat48,188015,0.998391019446
1552,cat15,cat49,179093,0.951013710851
1553,cat15,cat50,137577,0.730556824095
1554,cat15,cat51,187037,0.993197676271
1555,cat15,cat52,179471,0.953020953918
1556,cat15,cat53,172915,0.91820750008
1557,cat15,cat54,183730,0.975636954513
1558,cat15,cat55,188139,0.999049480135
1559,cat15,cat56,188102,0.998853003961
1560,cat15,cat57,185262,0.98377213012
1561,cat15,cat58,188047,0.998560944785
1562,cat15,cat59,187984,0.998226404274
1563,cat15,cat60,187838,0.997451119914
1564,cat15,cat61,187566,0.996006754532
1565,cat15,cat62,188239,0.999580496819
1566,cat15,cat63,188205,0.999399951146
1567,cat15,cat64,188239,0.999580496819
1568,cat15,cat65,186026,0.98782909759
1569,cat15,cat66,179952,0.955575144171
1570,cat15,cat67,187596,0.996166059538
1571,cat15,cat68,188142,0.999065410635
1572,cat15,cat69,187977,0.998189233106
1573,cat15,cat70,188261,0.99969732049
1574,cat15,cat71,178622,0.948512622267
1575,cat15,cat72,118318,0.628288320819
1576,cat15,cat73,154247,0.819077305409
1577,cat15,cat74,184703,0.980803746854
1578,cat15,cat75,154305,0.819385295086
1579,cat15,cat76,181319,0.962834142249
1580,cat15,cat77,49,0.000260198175427
1581,cat15,cat78,822,0.00436495714695
1582,cat15,cat79,7088,0.0376384626005
1583,cat15,cat80,794,0.00421627247528
1584,cat15,cat81,790,0.0041950318079
1585,cat15,cat82,19346,0.102730487792
1586,cat15,cat83,26051,0.138335156491
1587,cat15,cat84,29445,0.156357862764
1588,cat15,cat85,822,0.00436495714695
1589,cat15,cat86,1589,0.00843785511741
1590,cat15,cat87,816,0.00433309614588
1591,cat15,cat88,168926,0.897025244533
1592,cat15,cat89,183713,0.975546681677
1593,cat15,cat90,177970,0.945050393483
1594,cat15,cat91,111021,0.589540033348
1595,cat15,cat92,124669,0.662013190454
1596,cat15,cat93,432,0.00229399207723
1597,cat15,cat94,766,0.00406758780361
1598,cat15,cat95,3736,0.0198387833346
1599,cat15,cat96,40,0.000212406673818
1600,cat15,cat97,41954,0.222782739834
1601,cat15,cat98,105492,0.560180120859
1602,cat15,cat99,0,0.0
1603,cat15,cat100,9402,0.0499261886808
1604,cat15,cat101,106721,0.566706315912
1605,cat15,cat102,177249,0.941221763188
1606,cat15,cat103,123726,0.657005703119
1607,cat15,cat104,68,0.00036109134549
1608,cat15,cat105,77,0.000408882847099
1609,cat15,cat106,75,0.000398262513408
1610,cat15,cat107,75,0.000398262513408
1611,cat15,cat108,9299,0.0493792414958
1612,cat15,cat109,52,0.000276128675963
1613,cat15,cat110,1295,0.00687666606485
1614,cat15,cat111,128369,0.681660807783
1615,cat15,cat112,2410,0.0127975020975
1616,cat15,cat113,3269,0.0173589354178
1617,cat15,cat114,131660,0.699136566871
1618,cat15,cat115,75,0.000398262513408
1619,cat15,cat116,0,0.0
1620,cat16,cat17,181312,0.962796971081
1621,cat16,cat18,181238,0.962404018734
1622,cat16,cat19,180131,0.956525664036
1623,cat16,cat20,181757,0.965159995327
1624,cat16,cat21,181462,0.963593496108
1625,cat16,cat22,181822,0.965505156172
1626,cat16,cat23,154598,0.820941173972
1627,cat16,cat24,175902,0.934068968447
1628,cat16,cat25,164298,0.872449792372
1629,cat16,cat26,170746,0.906689748192
1630,cat16,cat27,161913,0.859785044446
1631,cat16,cat28,174963,0.929082721779
1632,cat16,cat29,178182,0.946176148855
1633,cat16,cat30,178335,0.946988604382
1634,cat16,cat31,176589,0.93771705307
1635,cat16,cat32,180638,0.959217918627
1636,cat16,cat33,180914,0.960683524676
1637,cat16,cat34,181269,0.962568633906
1638,cat16,cat35,181634,0.964506844805
1639,cat16,cat36,153648,0.815896515469
1640,cat16,cat37,159424,0.846568039168
1641,cat16,cat38,163684,0.869189349929
1642,cat16,cat39,177022,0.940016355314
1643,cat16,cat40,174242,0.925254091484
1644,cat16,cat41,175112,0.929873936639
1645,cat16,cat42,180158,0.956669038541
1646,cat16,cat43,177699,0.943611338268
1647,cat16,cat44,166399,0.883606452915
1648,cat16,cat45,177608,0.943128113085
1649,cat16,cat46,180987,0.961071166856
1650,cat16,cat47,181154,0.961957964719
1651,cat16,cat48,181576,0.964198855128
1652,cat16,cat49,172724,0.917193258212
1653,cat16,cat50,131628,0.698966641532
1654,cat16,cat51,180604,0.959037372954
1655,cat16,cat52,173114,0.919264223282
1656,cat16,cat53,166666,0.885024267462
1657,cat16,cat54,177325,0.941625335868
1658,cat16,cat55,181704,0.964878556484
1659,cat16,cat56,181669,0.964692700645
1660,cat16,cat57,179753,0.954518420969
1661,cat16,cat58,181654,0.964613048142
1662,cat16,cat59,181579,0.964214785629
1663,cat16,cat60,181493,0.96375811128
1664,cat16,cat61,181207,0.962239403562
1665,cat16,cat62,181810,0.96544143417
1666,cat16,cat63,181778,0.965271508831
1667,cat16,cat64,181810,0.96544143417
1668,cat16,cat65,179887,0.955229983326
1669,cat16,cat66,174725,0.92781890207
1670,cat16,cat67,181183,0.962111959558
1671,cat16,cat68,181709,0.964905107318
1672,cat16,cat69,181550,0.96406079079
1673,cat16,cat70,181820,0.965494535838
1674,cat16,cat71,172977,0.918536730424
1675,cat16,cat72,118981,0.631808961438
1676,cat16,cat73,148421,0.788140273367
1677,cat16,cat74,178571,0.948241803757
1678,cat16,cat75,150468,0.7990101849
1679,cat16,cat76,175335,0.931058103846
1680,cat16,cat77,47,0.000249577841736
1681,cat16,cat78,7224,0.0383606452915
1682,cat16,cat79,9468,0.0502766596926
1683,cat16,cat80,6442,0.0342080948183
1684,cat16,cat81,2032,0.0107902590299
1685,cat16,cat82,24151,0.128245839484
1686,cat16,cat83,30069,0.159671406876
1687,cat16,cat84,29138,0.154727641542
1688,cat16,cat85,7168,0.0380632759481
1689,cat16,cat86,5230,0.0277721726017
1690,cat16,cat87,2015,0.0106999861936
1691,cat16,cat88,162949,0.865286377298
1692,cat16,cat89,178384,0.947248802557
1693,cat16,cat90,183850,0.976274174535
1694,cat16,cat91,108561,0.576477022908
1695,cat16,cat92,119969,0.637055406281
1696,cat16,cat93,448,0.00237895474676
1697,cat16,cat94,2591,0.0137586422965
1698,cat16,cat95,3622,0.0192334243142
1699,cat16,cat96,145,0.000769974192589
1700,cat16,cat97,40950,0.217451332321
1701,cat16,cat98,101760,0.540362578192
1702,cat16,cat99,0,0.0
1703,cat16,cat100,9425,0.0500483225183
1704,cat16,cat101,106348,0.564725623679
1705,cat16,cat102,171934,0.912998226404
1706,cat16,cat103,120861,0.641792075107
1707,cat16,cat104,69,0.000366401512336
1708,cat16,cat105,73,0.000387642179717
1709,cat16,cat106,71,0.000377021846026
1710,cat16,cat107,71,0.000377021846026
1711,cat16,cat108,11132,0.0591127773235
1712,cat16,cat109,52,0.000276128675963
1713,cat16,cat110,1258,0.00668018989157
1714,cat16,cat111,123908,0.657972153485
1715,cat16,cat112,2347,0.0124629615863
1716,cat16,cat113,3170,0.0168332289001
1717,cat16,cat114,125498,0.666415318769
1718,cat16,cat115,71,0.000377021846026
1719,cat16,cat116,0,0.0
1720,cat17,cat18,186248,0.98900795463
1721,cat17,cat19,185281,0.98387302329
1722,cat17,cat20,186869,0.992305568241
1723,cat17,cat21,186626,0.991015197698
1724,cat17,cat22,186980,0.992894996761
1725,cat17,cat23,156812,0.832697883367
1726,cat17,cat24,180840,0.96029057233
1727,cat17,cat25,168888,0.896823458193
1728,cat17,cat26,175878,0.933941524443
1729,cat17,cat27,167023,0.886919997026
1730,cat17,cat28,179847,0.955017576652
1731,cat17,cat29,183326,0.973491647108
1732,cat17,cat30,183481,0.974314722969
1733,cat17,cat31,181699,0.96485200565
1734,cat17,cat32,185802,0.986639620217
1735,cat17,cat33,186072,0.988073365265
1736,cat17,cat34,186433,0.989990335496
1737,cat17,cat35,186796,0.991917926061
1738,cat17,cat36,155668,0.826623052496
1739,cat17,cat37,164508,0.87356492741
1740,cat17,cat38,168248,0.893424951412
1741,cat17,cat39,182116,0.967066345225
1742,cat17,cat40,179034,0.950700411007
1743,cat17,cat41,180062,0.956159262524
1744,cat17,cat42,185316,0.98405887913
1745,cat17,cat43,182857,0.971001178857
1746,cat17,cat44,171467,0.910518378487
1747,cat17,cat45,182740,0.970379889336
1748,cat17,cat46,186139,0.988429146444
1749,cat17,cat47,186322,0.989400906976
1750,cat17,cat48,186742,0.991631177052
1751,cat17,cat49,177886,0.944604339468
1752,cat17,cat50,136568,0.725198865748
1753,cat17,cat51,185770,0.986469694878
1754,cat17,cat52,178272,0.946654063871
1755,cat17,cat53,171774,0.912148599709
1756,cat17,cat54,182479,0.968993935789
1757,cat17,cat55,186866,0.99228963774
1758,cat17,cat56,186833,0.992114402235
1759,cat17,cat57,184213,0.978201765099
1760,cat17,cat58,186792,0.991896685394
1761,cat17,cat59,186727,0.991551524549
1762,cat17,cat60,186617,0.990967406196
1763,cat17,cat61,186341,0.989501800147
1764,cat17,cat62,186970,0.992841895092
1765,cat17,cat63,186936,0.99266134942
1766,cat17,cat64,186972,0.992852515426
1767,cat17,cat65,184869,0.98168523455
1768,cat17,cat66,179287,0.952043883219
1769,cat17,cat67,186339,0.989491179813
1770,cat17,cat68,186871,0.992316188575
1771,cat17,cat69,186710,0.991461251713
1772,cat17,cat70,186986,0.992926857762
1773,cat17,cat71,177539,0.942761711573
1774,cat17,cat72,118285,0.628113085313
1775,cat17,cat73,153092,0.812944062702
1776,cat17,cat74,183496,0.974394375471
1777,cat17,cat75,153574,0.815503563122
1778,cat17,cat76,180185,0.956812413046
1779,cat17,cat77,50,0.000265508342272
1780,cat17,cat78,2082,0.0110557673722
1781,cat17,cat79,7537,0.0400227275141
1782,cat17,cat80,1903,0.0101052475069
1783,cat17,cat81,1066,0.00566063785724
1784,cat17,cat82,20297,0.107780456462
1785,cat17,cat83,26853,0.142593910301
1786,cat17,cat84,29375,0.155986151085
1787,cat17,cat85,2075,0.0110185962043
1788,cat17,cat86,2397,0.0127284699285
1789,cat17,cat87,1276,0.00677577289478
1790,cat17,cat88,167714,0.890589322317
1791,cat17,cat89,182754,0.970454231672
1792,cat17,cat90,178800,0.949457831965
1793,cat17,cat91,110987,0.589359487675
1794,cat17,cat92,123983,0.658370415998
1795,cat17,cat93,446,0.00236833441307
1796,cat17,cat94,1125,0.00597393770112
1797,cat17,cat95,3701,0.019652927495
1798,cat17,cat96,57,0.00030267951019
1799,cat17,cat97,41752,0.221710086131
1800,cat17,cat98,104657,0.555746131543
1801,cat17,cat99,0,0.0
1802,cat17,cat100,9407,0.0499527395151
1803,cat17,cat101,106327,0.564614110175
1804,cat17,cat102,176515,0.937324100723
1805,cat17,cat103,123084,0.653596576004
1806,cat17,cat104,69,0.000366401512336
1807,cat17,cat105,77,0.000408882847099
1808,cat17,cat106,75,0.000398262513408
1809,cat17,cat107,75,0.000398262513408
1810,cat17,cat108,9723,0.0516307522382
1811,cat17,cat109,51,0.000270818509118
1812,cat17,cat110,1291,0.00685542539747
1813,cat17,cat111,127493,0.677009101626
1814,cat17,cat112,2395,0.0127178495948
1815,cat17,cat113,3247,0.0172421117472
1816,cat17,cat114,130528,0.693125458002
1817,cat17,cat115,75,0.000398262513408
1818,cat17,cat116,0,0.0
1819,cat18,cat19,185613,0.985635998683
1820,cat18,cat20,187149,0.993792414958
1821,cat18,cat21,186952,0.992746312089
1822,cat18,cat22,187300,0.994594250151
1823,cat18,cat23,156844,0.832867808707
1824,cat18,cat24,181146,0.961915483384
1825,cat18,cat25,169128,0.898097898236
1826,cat18,cat26,176180,0.93554519483
1827,cat18,cat27,167349,0.888651111418
1828,cat18,cat28,180141,0.956578765705
1829,cat18,cat29,183686,0.975403307172
1830,cat18,cat30,183827,0.976152040697
1831,cat18,cat31,182029,0.966604360709
1832,cat18,cat32,186136,0.988413215943
1833,cat18,cat33,186384,0.989730137321
1834,cat18,cat34,186749,0.99166834822
1835,cat18,cat35,187122,0.993649040453
1836,cat18,cat36,155672,0.826644293164
1837,cat18,cat37,164822,0.875232319799
1838,cat18,cat38,168460,0.894550706783
1839,cat18,cat39,182426,0.968712496947
1840,cat18,cat40,179322,0.952229739058
1841,cat18,cat41,180348,0.957677970242
1842,cat18,cat42,185654,0.985853715524
1843,cat18,cat43,183153,0.972572988243
1844,cat18,cat44,171771,0.912132669208
1845,cat18,cat45,183066,0.972111003728
1846,cat18,cat46,186461,0.990139020168
1847,cat18,cat47,186640,0.991089540033
1848,cat18,cat48,187066,0.99335167111
1849,cat18,cat49,178196,0.94625049119
1850,cat18,cat50,136886,0.726887498805
1851,cat18,cat51,186096,0.988200809269
1852,cat18,cat52,178570,0.948236493591
1853,cat18,cat53,172062,0.91367792776
1854,cat18,cat54,182803,0.970714429847
1855,cat18,cat55,187194,0.994031372466
1856,cat18,cat56,187153,0.993813655625
1857,cat18,cat57,184403,0.9792106968
1858,cat18,cat58,187100,0.993532216782
1859,cat18,cat59,187041,0.993218916938
1860,cat18,cat60,186919,0.992571076583
1861,cat18,cat61,186667,0.991232914538
1862,cat18,cat62,187290,0.994541148483
1863,cat18,cat63,187260,0.994381843478
1864,cat18,cat64,187292,0.994551768817
1865,cat18,cat65,185233,0.983618135282
1866,cat18,cat66,179693,0.954199810958
1867,cat18,cat67,186655,0.991169192536
1868,cat18,cat68,187191,0.994015441965
1869,cat18,cat69,187030,0.993160505103
1870,cat18,cat70,187308,0.994636731486
1871,cat18,cat71,177813,0.944216697289
1872,cat18,cat72,118091,0.627082912945
1873,cat18,cat73,153390,0.814526492422
1874,cat18,cat74,183800,0.976008666192
1875,cat18,cat75,153814,0.816778003165
1876,cat18,cat76,180438,0.958155885258
1877,cat18,cat77,49,0.000260198175427
1878,cat18,cat78,1771,0.00940430548328
1879,cat18,cat79,7476,0.0396988073365
1880,cat18,cat80,1648,0.00875115496129
1881,cat18,cat81,950,0.00504465850317
1882,cat18,cat82,20074,0.106596289255
1883,cat18,cat83,26699,0.141776144606
1884,cat18,cat84,29334,0.155768434244
1885,cat18,cat85,1757,0.00932996314744
1886,cat18,cat86,2125,0.0112841045466
1887,cat18,cat87,1116,0.00592614619951
1888,cat18,cat88,168062,0.892437260379
1889,cat18,cat89,182921,0.971341029535
1890,cat18,cat90,178679,0.948815301777
1891,cat18,cat91,111229,0.590644548052
1892,cat18,cat92,124316,0.660138701558
1893,cat18,cat93,445,0.00236302424622
1894,cat18,cat94,1064,0.00565001752355
1895,cat18,cat95,3715,0.0197272698308
1896,cat18,cat96,64,0.000339850678108
1897,cat18,cat97,41754,0.221720706465
1898,cat18,cat98,104934,0.55721704776
1899,cat18,cat99,0,0.0
1900,cat18,cat100,9402,0.0499261886808
1901,cat18,cat101,106207,0.563976890154
1902,cat18,cat102,176854,0.939124247284
1903,cat18,cat103,123145,0.653920496182
1904,cat18,cat104,67,0.000355781178645
1905,cat18,cat105,77,0.000408882847099
1906,cat18,cat106,75,0.000398262513408
1907,cat18,cat107,75,0.000398262513408
1908,cat18,cat108,9560,0.0507651950424
1909,cat18,cat109,52,0.000276128675963
1910,cat18,cat110,1292,0.00686073556431
1911,cat18,cat111,127690,0.678055204495
1912,cat18,cat112,2399,0.0127390902622
1913,cat18,cat113,3250,0.0172580422477
1914,cat18,cat114,130845,0.694808780892
1915,cat18,cat115,75,0.000398262513408
1916,cat18,cat116,0,0.0
1917,cat19,cat20,186322,0.989400906976
1918,cat19,cat21,186167,0.988577831115
1919,cat19,cat22,186471,0.990192121836
1920,cat19,cat23,155773,0.827180620015
1921,cat19,cat24,180213,0.956961097718
1922,cat19,cat25,168245,0.893409020911
1923,cat19,cat26,175391,0.931355473189
1924,cat19,cat27,166878,0.886150022834
1925,cat19,cat28,179188,0.951518176701
1926,cat19,cat29,182909,0.971277307533
1927,cat19,cat30,183040,0.97197293939
1928,cat19,cat31,181204,0.962223473062
1929,cat19,cat32,185323,0.984096050298
1930,cat19,cat33,185565,0.985381110674
1931,cat19,cat34,185932,0.987329941907
1932,cat19,cat35,186299,0.989278773139
1933,cat19,cat36,154645,0.821190751813
1934,cat19,cat37,164555,0.873814505252
1935,cat19,cat38,167597,0.889968032796
1936,cat19,cat39,181619,0.964427192302
1937,cat19,cat40,178393,0.947296594059
1938,cat19,cat41,179429,0.952797926911
1939,cat19,cat42,184873,0.981706475217
1940,cat19,cat43,182422,0.968691256279
1941,cat19,cat44,170994,0.90800666957
1942,cat19,cat45,182399,0.968569122442
1943,cat19,cat46,185646,0.985811234189
1944,cat19,cat47,185819,0.986729893053
1945,cat19,cat48,186249,0.989013264797
1946,cat19,cat49,177807,0.944184836288
1947,cat19,cat50,138663,0.73632366529
1948,cat19,cat51,185319,0.984074809631
1949,cat19,cat52,178265,0.946616892703
1950,cat19,cat53,172449,0.91573296233
1951,cat19,cat54,182296,0.968022175257
1952,cat19,cat55,186375,0.989682345819
1953,cat19,cat56,186342,0.989507110313
1954,cat19,cat57,183532,0.974585541478
1955,cat19,cat58,186303,0.989300013806
1956,cat19,cat59,186252,0.989029195297
1957,cat19,cat60,186094,0.988190188936
1958,cat19,cat61,185822,0.986745823554
1959,cat19,cat62,186473,0.99020274217
1960,cat19,cat63,186443,0.990043437165
1961,cat19,cat64,186475,0.990213362504
1962,cat19,cat65,184454,0.979481515309
1963,cat19,cat66,178958,0.950296838327
1964,cat19,cat67,185826,0.986767064221
1965,cat19,cat68,186372,0.989666415319
1966,cat19,cat69,186213,0.98882209879
1967,cat19,cat70,186489,0.99028770484
1968,cat19,cat71,177038,0.940101317983
1969,cat19,cat72,118644,0.630019435211
1970,cat19,cat73,152791,0.811345702482
1971,cat19,cat74,182989,0.971702120881
1972,cat19,cat75,153171,0.813363565883
1973,cat19,cat76,179657,0.954008644952
1974,cat19,cat77,49,0.000260198175427
1975,cat19,cat78,2581,0.0137055406281
1976,cat19,cat79,8384,0.0445204388322
1977,cat19,cat80,1632,0.00866619229176
1978,cat19,cat81,961,0.00510307033847
1979,cat19,cat82,20638,0.109591223356
1980,cat19,cat83,27159,0.144218821355
1981,cat19,cat84,29356,0.155885257915
1982,cat19,cat85,2581,0.0137055406281
1983,cat19,cat86,2428,0.0128930851007
1984,cat19,cat87,2342,0.012436410752
1985,cat19,cat88,167261,0.888183816736
1986,cat19,cat89,182077,0.966859248718
1987,cat19,cat90,179657,0.954008644952
1988,cat19,cat91,110330,0.585870708058
1989,cat19,cat92,123339,0.65495066855
1990,cat19,cat93,437,0.00232054291146
1991,cat19,cat94,1170,0.00621289520917
1992,cat19,cat95,3695,0.0196210664939
1993,cat19,cat96,61,0.000323920177572
1994,cat19,cat97,41635,0.22108879661
1995,cat19,cat98,104610,0.555496553702
1996,cat19,cat99,0,0.0
1997,cat19,cat100,9373,0.0497721938423
1998,cat19,cat101,105265,0.558974712985
1999,cat19,cat102,176112,0.935184103485
2000,cat19,cat103,122705,0.65158402277
2001,cat19,cat104,68,0.00036109134549
2002,cat19,cat105,76,0.000403572680254
2003,cat19,cat106,74,0.000392952346563
2004,cat19,cat107,74,0.000392952346563
2005,cat19,cat108,9659,0.0512909015601
2006,cat19,cat109,52,0.000276128675963
2007,cat19,cat110,1292,0.00686073556431
2008,cat19,cat111,126936,0.674051338693
2009,cat19,cat112,2396,0.0127231597617
2010,cat19,cat113,3214,0.0170668762413
2011,cat19,cat114,131353,0.697506345649
2012,cat19,cat115,74,0.000392952346563
2013,cat19,cat116,0,0.0
2014,cat20,cat21,187705,0.996744867724
2015,cat20,cat22,188085,0.998762731125
2016,cat20,cat23,157397,0.835804330972
2017,cat20,cat24,181811,0.965446744337
2018,cat20,cat25,169829,0.901820325195
2019,cat20,cat26,176927,0.939511889464
2020,cat20,cat27,168070,0.892479741713
2021,cat20,cat28,180788,0.960014443654
2022,cat20,cat29,184391,0.979146974798
2023,cat20,cat30,184560,0.980044392995
2024,cat20,cat31,182790,0.970645397678
2025,cat20,cat32,186903,0.992486113914
2026,cat20,cat33,187161,0.99385613696
2027,cat20,cat34,187532,0.995826208859
2028,cat20,cat35,187903,0.997796280759
2029,cat20,cat36,156215,0.829527713761
2030,cat20,cat37,165559,0.879145912765
2031,cat20,cat38,169173,0.898336855744
2032,cat20,cat39,183205,0.972849116919
2033,cat20,cat40,179943,0.955527352669
2034,cat20,cat41,181009,0.961187990527
2035,cat20,cat42,186421,0.989926613494
2036,cat20,cat43,183916,0.976624645546
2037,cat20,cat44,172536,0.916194946845
2038,cat20,cat45,183791,0.975960874691
2039,cat20,cat46,187238,0.994265019807
2040,cat20,cat47,187415,0.995204919339
2041,cat20,cat48,187847,0.997498911416
2042,cat20,cat49,178935,0.950174704489
2043,cat20,cat50,137477,0.730025807411
2044,cat20,cat51,186869,0.992305568241
2045,cat20,cat52,179319,0.952213808558
2046,cat20,cat53,172789,0.917538419057
2047,cat20,cat54,183570,0.974787327818
2048,cat20,cat55,187969,0.998146751771
2049,cat20,cat56,187932,0.997950275598
2050,cat20,cat57,185116,0.982996845761
2051,cat20,cat58,187881,0.997679457089
2052,cat20,cat59,187822,0.997366157245
2053,cat20,cat60,187704,0.996739557557
2054,cat20,cat61,187410,0.995178368504
2055,cat20,cat62,188073,0.998699009123
2056,cat20,cat63,188039,0.99851846345
2057,cat20,cat64,188073,0.998699009123
2058,cat20,cat65,185878,0.987043192897
2059,cat20,cat66,179806,0.954799859812
2060,cat20,cat67,187424,0.99525271084
2061,cat20,cat68,187974,0.998173302605
2062,cat20,cat69,187815,0.997328986077
2063,cat20,cat70,188091,0.998794592126
2064,cat20,cat71,178454,0.947620514237
2065,cat20,cat72,118376,0.628596310496
2066,cat20,cat73,154105,0.818323261717
2067,cat20,cat74,184535,0.979911638824
2068,cat20,cat75,154193,0.818790556399
2069,cat20,cat76,181175,0.962069478223
2070,cat20,cat77,49,0.000260198175427
2071,cat20,cat78,991,0.00526237534383
2072,cat20,cat79,7144,0.0379358319438
2073,cat20,cat80,942,0.00500217716841
2074,cat20,cat81,850,0.00451364181863
2075,cat20,cat82,19477,0.103426119649
2076,cat20,cat83,26162,0.13892458501
2077,cat20,cat84,29440,0.15633131193
2078,cat20,cat85,988,0.0052464448433
2079,cat20,cat86,1709,0.00907507513886
2080,cat20,cat87,897,0.00476321966036
2081,cat20,cat88,168740,0.8960375535
2082,cat20,cat89,183606,0.974978493824
2083,cat20,cat90,178120,0.94584691851
2084,cat20,cat91,110928,0.589046187831
2085,cat20,cat92,124534,0.66129631793
2086,cat20,cat93,434,0.00230461241092
2087,cat20,cat94,797,0.00423220297582
2088,cat20,cat95,3732,0.0198175426672
2089,cat20,cat96,35,0.00018585583959
2090,cat20,cat97,41930,0.222655295829
2091,cat20,cat98,105372,0.559542900838
2092,cat20,cat99,0,0.0
2093,cat20,cat100,9412,0.0499792903493
2094,cat20,cat101,106679,0.566483288905
2095,cat20,cat102,177107,0.940467719496
2096,cat20,cat103,123651,0.656607440606
2097,cat20,cat104,68,0.00036109134549
2098,cat20,cat105,77,0.000408882847099
2099,cat20,cat106,75,0.000398262513408
2100,cat20,cat107,75,0.000398262513408
2101,cat20,cat108,9366,0.0497350226744
2102,cat20,cat109,52,0.000276128675963
2103,cat20,cat110,1295,0.00687666606485
2104,cat20,cat111,128286,0.681220063934
2105,cat20,cat112,2408,0.0127868817638
2106,cat20,cat113,3266,0.0173430049172
2107,cat20,cat114,131527,0.69843031468
2108,cat20,cat115,75,0.000398262513408
2109,cat20,cat116,0,0.0
2110,cat21,cat22,187866,0.997599804586
2111,cat21,cat23,157098,0.834216591085
2112,cat21,cat24,181582,0.964230716129
